email,continent,country,sleep_hours,employment_status,study_hours,webinar_attendance_duration,score
student1309@alx.edu,Africa,Rwanda,6,Unemployed,17,34,99
student1310@alx.edu,Africa,Morocco,10,Employed,34,74,100
student1311@alx.edu,Africa,Egypt,5,Unemployed,8,15,55
student1312@alx.edu,Africa,Ghana,9,Unemployed,36,70,100
student1313@alx.edu,Africa,Zimbabwe,1,Employed,24,49,100
student1314@alx.edu,Africa,Ethiopia,2,Employed,34,68,100
student1315@alx.edu,Africa,Nigeria,4,Employed,21,45,100
student1316@alx.edu,Africa,South Africa,6,Unemployed,28,51,100
student1317@alx.edu,Africa,Kenya,8,Employed,23,49,100
student1318@alx.edu,Africa,Rwanda,10,Employed,31,63,100
student1319@alx.edu,Africa,Morocco,4,Employed,8,15,69
student1320@alx.edu,Africa,Egypt,0,Employed,7,15,62
student1321@alx.edu,Africa,Ghana,8,Employed,14,30,73
student1322@alx.edu,Africa,Zimbabwe,6,Employed,11,24,65
student1323@alx.edu,Africa,Ethiopia,2,Unemployed,36,68,100
student1324@alx.edu,Africa,Nigeria,5,Unemployed,13,28,83
student1325@alx.edu,Africa,South Africa,7,Unemployed,39,78,100
student1326@alx.edu,Africa,Kenya,8,Unemployed,17,34,88
student1327@alx.edu,Africa,Rwanda,5,Employed,11,23,66
student1328@alx.edu,Africa,Morocco,3,Employed,33,65,100
student1329@alx.edu,Africa,Egypt,10,Unemployed,28,60,100
student1330@alx.edu,Africa,Ghana,7,Unemployed,22,45,100
student1331@alx.edu,Africa,Zimbabwe,4,Unemployed,24,46,100
student1332@alx.edu,Africa,Ethiopia,3,Employed,30,59,100
student1333@alx.edu,Africa,Nigeria,7,Employed,13,27,83
student1334@alx.edu,Africa,South Africa,2,Employed,40,83,100
student1335@alx.edu,Africa,Kenya,2,Unemployed,39,80,100
student1336@alx.edu,Africa,Rwanda,5,Unemployed,28,53,100
student1337@alx.edu,Africa,Morocco,3,Unemployed,12,31,89
student1338@alx.edu,Africa,Egypt,6,Unemployed,29,58,100
student1339@alx.edu,Africa,Ghana,1,Unemployed,8,19,70
student1340@alx.edu,Africa,Zimbabwe,7,Employed,6,12,60
student1341@alx.edu,Africa,Ethiopia,3,Employed,14,30,88
student1342@alx.edu,Africa,Nigeria,0,Employed,21,45,100
student1343@alx.edu,Africa,South Africa,1,Employed,35,74,100
student1344@alx.edu,Africa,Kenya,9,Employed,30,64,100
student1345@alx.edu,Africa,Rwanda,9,Unemployed,31,65,100
student1346@alx.edu,Africa,Morocco,2,Employed,20,39,100
student1347@alx.edu,Africa,Egypt,8,Unemployed,17,33,87
student1348@alx.edu,Africa,Ghana,6,Employed,18,37,92
student1349@alx.edu,Africa,Zimbabwe,10,Unemployed,40,82,100
student1350@alx.edu,Africa,Ethiopia,4,Unemployed,6,12,68
student1351@alx.edu,Africa,Nigeria,7,Unemployed,35,74,100
student1352@alx.edu,Africa,South Africa,1,Unemployed,25,55,100
student1353@alx.edu,Africa,Kenya,4,Unemployed,20,38,100
student1354@alx.edu,Africa,Rwanda,10,Unemployed,30,58,100
student1355@alx.edu,Africa,Morocco,5,Employed,22,44,100
student1356@alx.edu,Africa,Egypt,3,Unemployed,36,72,100
student1357@alx.edu,Africa,Ghana,1,Unemployed,37,71,100
student1358@alx.edu,Africa,Zimbabwe,7,Employed,20,44,100
student1359@alx.edu,Africa,Ethiopia,6,Unemployed,15,31,83
student1360@alx.edu,Africa,Nigeria,4,Employed,26,52,100
student1361@alx.edu,Africa,South Africa,10,Employed,37,70,100
student1362@alx.edu,Africa,Kenya,0,Unemployed,12,21,90
student1363@alx.edu,Africa,Rwanda,3,Unemployed,27,54,100
student1364@alx.edu,Africa,Morocco,9,Employed,27,48,100
student1365@alx.edu,Africa,Egypt,3,Unemployed,31,64,100
student1366@alx.edu,Africa,Ghana,3,Employed,10,19,74
student1367@alx.edu,Africa,Zimbabwe,5,Unemployed,30,70,100
student1368@alx.edu,Africa,Ethiopia,8,Employed,37,81,100
student1369@alx.edu,Africa,Nigeria,1,Unemployed,11,22,84
student1370@alx.edu,Africa,South Africa,9,Unemployed,13,26,75
student1371@alx.edu,Africa,Kenya,8,Employed,39,81,100
student1372@alx.edu,Africa,Rwanda,2,Employed,11,28,82
student1373@alx.edu,Africa,Morocco,7,Employed,35,65,100
student1374@alx.edu,Africa,Egypt,4,Employed,22,39,100
student1375@alx.edu,Africa,Ghana,4,Unemployed,14,25,84
student1376@alx.edu,Africa,Zimbabwe,8,Employed,35,73,100
student1377@alx.edu,Africa,Ethiopia,10,Employed,21,43,92
student1378@alx.edu,Africa,Nigeria,1,Unemployed,23,49,100
student1379@alx.edu,Africa,South Africa,4,Unemployed,18,32,90
student1380@alx.edu,Africa,Kenya,5,Employed,26,45,100
student1381@alx.edu,Africa,Rwanda,4,Unemployed,11,24,73
student1382@alx.edu,Africa,Morocco,4,Employed,19,35,96
student1383@alx.edu,Africa,Egypt,1,Unemployed,39,72,100
student1384@alx.edu,Africa,Ghana,7,Employed,14,29,78
student1385@alx.edu,Africa,Zimbabwe,4,Unemployed,28,58,100
student1386@alx.edu,Africa,Ethiopia,2,Employed,16,32,100
student1387@alx.edu,Africa,Nigeria,8,Employed,32,63,100
student1388@alx.edu,Africa,South Africa,8,Unemployed,10,19,69
student1389@alx.edu,Africa,Kenya,5,Unemployed,39,77,100
student1390@alx.edu,Africa,Rwanda,3,Employed,21,38,98
student1391@alx.edu,Africa,Morocco,6,Employed,13,24,86
student1392@alx.edu,Africa,Egypt,3,Unemployed,8,17,64
student1393@alx.edu,Africa,Ghana,2,Unemployed,11,23,81
student1394@alx.edu,Africa,Zimbabwe,7,Unemployed,23,47,100
student1395@alx.edu,Africa,Ethiopia,0,Unemployed,17,31,98
student1396@alx.edu,Africa,Nigeria,1,Unemployed,34,67,100
student1397@alx.edu,Africa,South Africa,0,Unemployed,20,34,100
student1398@alx.edu,Africa,Kenya,2,Unemployed,14,28,93
student1399@alx.edu,Africa,Rwanda,1,Unemployed,27,57,100
student1400@alx.edu,Africa,Morocco,10,Unemployed,30,55,100
student1401@alx.edu,Africa,Egypt,3,Employed,11,20,71
student1402@alx.edu,Africa,Ghana,1,Unemployed,11,23,85
student1403@alx.edu,Africa,Zimbabwe,2,Unemployed,6,16,64
student1404@alx.edu,Africa,Ethiopia,9,Employed,31,60,100
student1405@alx.edu,Africa,Nigeria,5,Employed,28,54,100
student1406@alx.edu,Africa,South Africa,4,Employed,22,37,95
student1407@alx.edu,Africa,Kenya,9,Employed,35,69,100
student1408@alx.edu,Africa,Rwanda,4,Employed,33,73,100
student1409@alx.edu,Africa,Morocco,3,Employed,25,52,100
student1410@alx.edu,Africa,Egypt,2,Unemployed,35,71,100
student1411@alx.edu,Africa,Ghana,4,Employed,12,25,84
student1412@alx.edu,Africa,Zimbabwe,3,Employed,9,18,68
student1413@alx.edu,Africa,Ethiopia,7,Employed,14,26,80
student1414@alx.edu,Africa,Nigeria,3,Unemployed,7,16,61
student1415@alx.edu,Africa,South Africa,6,Employed,24,48,100
student1416@alx.edu,Africa,Kenya,1,Unemployed,38,76,100
student1417@alx.edu,Africa,Rwanda,2,Employed,6,10,64
student1418@alx.edu,Africa,Morocco,4,Employed,9,22,76
student1419@alx.edu,Africa,Egypt,9,Unemployed,21,44,96
student1420@alx.edu,Africa,Ghana,4,Unemployed,38,74,100
student1421@alx.edu,Africa,Zimbabwe,7,Employed,16,35,96
student1422@alx.edu,Africa,Ethiopia,3,Unemployed,23,44,100
student1423@alx.edu,Africa,Nigeria,1,Unemployed,6,11,67
student1424@alx.edu,Africa,South Africa,1,Employed,10,18,75
student1425@alx.edu,Africa,Kenya,3,Employed,40,74,100
student1426@alx.edu,Africa,Rwanda,2,Employed,39,79,100
student1427@alx.edu,Africa,Morocco,2,Unemployed,5,5,58
student1428@alx.edu,Africa,Egypt,8,Employed,38,73,100
student1429@alx.edu,Africa,Ghana,0,Employed,27,49,100
student1430@alx.edu,Africa,Zimbabwe,6,Unemployed,35,70,100
student1431@alx.edu,Africa,Ethiopia,4,Unemployed,21,41,100
student1432@alx.edu,Africa,Nigeria,5,Employed,23,45,100
student1433@alx.edu,Africa,South Africa,6,Unemployed,22,41,100
student1434@alx.edu,Africa,Kenya,3,Employed,28,53,100
student1435@alx.edu,Africa,Rwanda,3,Unemployed,10,21,80
student1436@alx.edu,Africa,Morocco,7,Employed,6,10,60
student1437@alx.edu,Africa,Egypt,9,Unemployed,16,33,89
student1438@alx.edu,Africa,Ghana,2,Unemployed,30,57,100
student1439@alx.edu,Africa,Zimbabwe,1,Unemployed,12,25,86
student1440@alx.edu,Africa,Ethiopia,9,Unemployed,29,61,100
student1441@alx.edu,Africa,Nigeria,3,Employed,39,80,100
student1442@alx.edu,Africa,South Africa,6,Unemployed,8,15,62
student1443@alx.edu,Africa,Kenya,4,Employed,29,58,100
student1444@alx.edu,Africa,Rwanda,1,Unemployed,21,40,100
student1445@alx.edu,Africa,Morocco,6,Unemployed,35,71,100
student1446@alx.edu,Africa,Egypt,5,Employed,11,21,62
student1447@alx.edu,Africa,Ghana,2,Unemployed,29,58,100
student1448@alx.edu,Africa,Zimbabwe,5,Unemployed,34,69,100
student1449@alx.edu,Africa,Ethiopia,8,Employed,38,73,100
student1450@alx.edu,Africa,Nigeria,6,Unemployed,29,55,100
student1451@alx.edu,Africa,South Africa,1,Employed,22,41,100
student1452@alx.edu,Africa,Kenya,5,Unemployed,27,48,100
student1453@alx.edu,Africa,Rwanda,7,Unemployed,35,67,100
student1454@alx.edu,Africa,Morocco,8,Unemployed,25,50,100
student1455@alx.edu,Africa,Egypt,6,Employed,6,9,49
student1456@alx.edu,Africa,Ghana,2,Unemployed,38,77,100
student1457@alx.edu,Africa,Zimbabwe,7,Unemployed,29,58,100
student1458@alx.edu,Africa,Ethiopia,7,Unemployed,29,51,100
student1459@alx.edu,Africa,Nigeria,0,Unemployed,13,27,84
student1460@alx.edu,Africa,South Africa,4,Unemployed,28,59,100
student1461@alx.edu,Africa,Kenya,3,Unemployed,19,35,100
student1462@alx.edu,Africa,Rwanda,7,Unemployed,28,57,100
student1463@alx.edu,Africa,Morocco,2,Unemployed,9,15,72
student1464@alx.edu,Africa,Egypt,6,Unemployed,28,56,100
student1465@alx.edu,Africa,Ghana,9,Employed,40,76,100
student1466@alx.edu,Africa,Zimbabwe,8,Unemployed,7,8,59
student1467@alx.edu,Africa,Ethiopia,9,Employed,39,77,100
student1468@alx.edu,Africa,Nigeria,10,Employed,19,38,89
student1469@alx.edu,Africa,South Africa,0,Employed,35,70,100
student1470@alx.edu,Africa,Kenya,6,Unemployed,32,61,100
student1471@alx.edu,Africa,Rwanda,4,Employed,25,48,100
student1472@alx.edu,Africa,Morocco,9,Employed,31,62,100
student1473@alx.edu,Africa,Egypt,3,Employed,36,71,100
student1474@alx.edu,Africa,Ghana,10,Unemployed,19,39,92
student1475@alx.edu,Africa,Zimbabwe,6,Employed,16,31,80
student1476@alx.edu,Africa,Ethiopia,8,Unemployed,28,60,100
student1477@alx.edu,Africa,Nigeria,1,Employed,33,63,100
student1478@alx.edu,Africa,South Africa,2,Employed,32,65,100
student1479@alx.edu,Africa,Kenya,8,Unemployed,33,69,100
student1480@alx.edu,Africa,Rwanda,0,Unemployed,20,42,100
student1481@alx.edu,Africa,Morocco,8,Employed,34,67,100
student1482@alx.edu,Africa,Egypt,0,Employed,9,17,72
student1483@alx.edu,Africa,Ghana,7,Employed,24,51,100
student1484@alx.edu,Africa,Zimbabwe,4,Unemployed,5,6,54
student1485@alx.edu,Africa,Ethiopia,6,Unemployed,16,30,86
student1486@alx.edu,Africa,Nigeria,7,Employed,18,34,97
student1487@alx.edu,Africa,South Africa,3,Employed,19,41,99
student1488@alx.edu,Africa,Kenya,1,Unemployed,29,60,100
student1489@alx.edu,Africa,Rwanda,1,Unemployed,19,34,100
student1490@alx.edu,Africa,Morocco,6,Employed,21,40,99
student1491@alx.edu,Africa,Egypt,5,Unemployed,13,25,87
student1492@alx.edu,Africa,Ghana,7,Employed,18,34,89
student1493@alx.edu,Africa,Zimbabwe,5,Unemployed,13,29,81
student1494@alx.edu,Africa,Ethiopia,4,Employed,8,11,67
student1495@alx.edu,Africa,Nigeria,4,Employed,26,57,100
student1496@alx.edu,Africa,South Africa,0,Employed,28,59,100
student1497@alx.edu,Africa,Kenya,3,Unemployed,27,57,100
student1498@alx.edu,Africa,Rwanda,10,Employed,21,41,96
student1499@alx.edu,Africa,Morocco,9,Employed,18,36,89
student1500@alx.edu,Africa,Egypt,3,Unemployed,35,66,100
student1501@alx.edu,Africa,Ghana,6,Employed,23,45,100
student1502@alx.edu,Africa,Zimbabwe,8,Employed,22,45,98
student1503@alx.edu,Africa,Ethiopia,4,Employed,6,16,60
student1504@alx.edu,Africa,Nigeria,0,Unemployed,17,31,98
student1505@alx.edu,Africa,South Africa,1,Unemployed,18,36,100
student1506@alx.edu,Africa,Kenya,5,Unemployed,19,37,100
student1507@alx.edu,Africa,Rwanda,10,Unemployed,25,46,100
student1508@alx.edu,Africa,Morocco,7,Employed,24,49,100
student1509@alx.edu,Africa,Egypt,1,Unemployed,26,50,100
student1510@alx.edu,Africa,Ghana,2,Unemployed,32,63,100
student1511@alx.edu,Africa,Zimbabwe,8,Unemployed,33,66,100
student1512@alx.edu,Africa,Ethiopia,8,Employed,30,58,100
student1513@alx.edu,Africa,Nigeria,6,Employed,38,77,100
student1514@alx.edu,Africa,South Africa,6,Employed,6,11,56
student1515@alx.edu,Africa,Kenya,0,Unemployed,12,23,84
student1516@alx.edu,Africa,Rwanda,8,Employed,5,8,47
student1517@alx.edu,Africa,Morocco,8,Employed,28,56,100
student1518@alx.edu,Africa,Egypt,3,Unemployed,36,78,100
student1519@alx.edu,Africa,Ghana,7,Employed,14,27,75
student1520@alx.edu,Africa,Zimbabwe,2,Unemployed,37,78,100
student1521@alx.edu,Africa,Ethiopia,0,Unemployed,7,10,70
student1522@alx.edu,Africa,Nigeria,2,Employed,38,76,100
student1523@alx.edu,Africa,South Africa,2,Unemployed,17,31,99
student1524@alx.edu,Africa,Kenya,3,Unemployed,9,13,69
student1525@alx.edu,Africa,Rwanda,4,Unemployed,22,42,100
student1526@alx.edu,Africa,Morocco,5,Unemployed,14,32,84
student1527@alx.edu,Africa,Egypt,5,Unemployed,15,33,97
student1528@alx.edu,Africa,Ghana,3,Unemployed,16,32,90
student1529@alx.edu,Africa,Zimbabwe,0,Employed,33,62,100
student1530@alx.edu,Africa,Ethiopia,6,Unemployed,24,47,100
student1531@alx.edu,Africa,Nigeria,4,Unemployed,16,33,92
student1532@alx.edu,Africa,South Africa,3,Unemployed,26,53,100
student1533@alx.edu,Africa,Kenya,9,Unemployed,30,55,100
student1534@alx.edu,Africa,Rwanda,7,Employed,15,26,79
student1535@alx.edu,Africa,Morocco,9,Employed,19,39,96
student1536@alx.edu,Africa,Egypt,5,Unemployed,9,20,66
student1537@alx.edu,Africa,Ghana,1,Employed,11,16,74
student1538@alx.edu,Africa,Zimbabwe,7,Unemployed,29,57,100
student1539@alx.edu,Africa,Ethiopia,2,Unemployed,11,23,83
student1540@alx.edu,Africa,Nigeria,4,Unemployed,23,49,100
student1541@alx.edu,Africa,South Africa,1,Unemployed,30,62,100
student1542@alx.edu,Africa,Kenya,8,Employed,9,19,68
student1543@alx.edu,Africa,Rwanda,1,Employed,25,47,100
student1544@alx.edu,Africa,Morocco,9,Unemployed,14,22,73
student1545@alx.edu,Africa,Egypt,9,Unemployed,39,76,100
student1546@alx.edu,Africa,Ghana,5,Employed,22,47,100
student1547@alx.edu,Africa,Zimbabwe,7,Employed,33,71,100
student1548@alx.edu,Africa,Ethiopia,6,Unemployed,24,51,100
student1549@alx.edu,Africa,Nigeria,8,Employed,7,14,49
student1550@alx.edu,Africa,South Africa,4,Unemployed,27,55,100
student1551@alx.edu,Africa,Kenya,8,Employed,38,75,100
student1552@alx.edu,Africa,Rwanda,5,Employed,26,52,100
student1553@alx.edu,Africa,Morocco,9,Employed,34,72,100
student1554@alx.edu,Africa,Egypt,5,Employed,36,69,100
student1555@alx.edu,Africa,Ghana,5,Unemployed,13,31,80
student1556@alx.edu,Africa,Zimbabwe,8,Unemployed,12,24,81
student1557@alx.edu,Africa,Ethiopia,8,Employed,26,57,100
student1558@alx.edu,Africa,Nigeria,6,Unemployed,19,35,100
student1559@alx.edu,Africa,South Africa,2,Employed,34,71,100
student1560@alx.edu,Africa,Kenya,5,Employed,37,71,100
student1561@alx.edu,Africa,Rwanda,10,Unemployed,17,30,83
student1562@alx.edu,Africa,Morocco,8,Unemployed,13,27,74
student1563@alx.edu,Africa,Egypt,8,Unemployed,32,68,100
student1564@alx.edu,Africa,Ghana,0,Employed,15,27,83
student1565@alx.edu,Africa,Zimbabwe,5,Unemployed,34,63,100
student1566@alx.edu,Africa,Ethiopia,6,Unemployed,20,39,100
student1567@alx.edu,Africa,Nigeria,8,Unemployed,28,56,100
student1568@alx.edu,Africa,South Africa,0,Unemployed,8,18,77
student1569@alx.edu,Africa,Kenya,9,Employed,27,57,100
student1570@alx.edu,Africa,Rwanda,5,Employed,21,41,100
student1571@alx.edu,Africa,Morocco,2,Employed,26,57,100
student1572@alx.edu,Africa,Egypt,3,Employed,11,22,78
student1573@alx.edu,Africa,Ghana,3,Employed,31,61,100
student1574@alx.edu,Africa,Zimbabwe,5,Employed,35,66,100
student1575@alx.edu,Africa,Ethiopia,1,Employed,13,24,82
student1576@alx.edu,Africa,Nigeria,2,Unemployed,8,16,77
student1577@alx.edu,Africa,South Africa,8,Employed,6,15,49
student1578@alx.edu,Africa,Kenya,1,Employed,27,56,100
student1579@alx.edu,Africa,Rwanda,2,Employed,26,49,100
student1580@alx.edu,Africa,Morocco,5,Employed,24,49,100
student1581@alx.edu,Africa,Egypt,5,Unemployed,13,28,77
student1582@alx.edu,Africa,Ghana,8,Employed,19,42,90
student1583@alx.edu,Africa,Zimbabwe,4,Employed,26,54,100
student1584@alx.edu,Africa,Ethiopia,8,Unemployed,22,47,100
student1585@alx.edu,Africa,Nigeria,6,Employed,40,79,100
student1586@alx.edu,Africa,South Africa,1,Employed,10,21,76
student1587@alx.edu,Africa,Kenya,2,Employed,29,62,100
student1588@alx.edu,Africa,Rwanda,4,Employed,19,34,97
student1589@alx.edu,Africa,Morocco,4,Employed,20,39,100
student1590@alx.edu,Africa,Egypt,7,Employed,30,58,100
student1591@alx.edu,Africa,Ghana,6,Employed,29,60,100
student1592@alx.edu,Africa,Zimbabwe,4,Unemployed,40,83,100
student1593@alx.edu,Africa,Ethiopia,2,Unemployed,9,17,75
student1594@alx.edu,Africa,Nigeria,2,Employed,9,10,70
student1595@alx.edu,Africa,South Africa,6,Unemployed,30,59,100
student1596@alx.edu,Africa,Kenya,4,Employed,25,53,100
student1597@alx.edu,Africa,Rwanda,5,Unemployed,15,31,89
student1598@alx.edu,Africa,Morocco,2,Employed,8,17,63
student1599@alx.edu,Africa,Egypt,7,Unemployed,8,15,59
student1600@alx.edu,Africa,Ghana,9,Employed,36,69,100
student1601@alx.edu,Africa,Zimbabwe,3,Unemployed,12,25,82
student1602@alx.edu,Africa,Ethiopia,5,Unemployed,16,30,83
student1603@alx.edu,Africa,Nigeria,10,Employed,13,32,75
student1604@alx.edu,Africa,South Africa,3,Employed,17,37,100
student1605@alx.edu,Africa,Kenya,6,Unemployed,7,13,57
student1606@alx.edu,Africa,Rwanda,1,Unemployed,23,45,100
student1607@alx.edu,Africa,Morocco,6,Employed,7,14,52
student1608@alx.edu,Africa,Egypt,1,Unemployed,33,65,100
student1609@alx.edu,Africa,Ghana,10,Employed,13,30,72
student1610@alx.edu,Africa,Zimbabwe,7,Unemployed,24,48,100
student1611@alx.edu,Africa,Ethiopia,8,Unemployed,36,69,100
student1612@alx.edu,Africa,Nigeria,7,Employed,28,61,100
student1613@alx.edu,Africa,South Africa,6,Employed,24,47,100
student1614@alx.edu,Africa,Kenya,4,Employed,16,35,90
student1615@alx.edu,Africa,Rwanda,9,Unemployed,17,31,83
student1616@alx.edu,Africa,Morocco,10,Unemployed,28,58,100
student1617@alx.edu,Africa,Egypt,5,Unemployed,40,81,100
student1618@alx.edu,Africa,Ghana,9,Employed,28,51,100
student1619@alx.edu,Africa,Zimbabwe,6,Unemployed,25,55,100
student1620@alx.edu,Africa,Ethiopia,5,Unemployed,31,65,100
student1621@alx.edu,Africa,Nigeria,5,Employed,21,41,100
student1622@alx.edu,Africa,South Africa,2,Unemployed,7,11,71
student1623@alx.edu,Africa,Kenya,0,Unemployed,25,50,100
student1624@alx.edu,Africa,Rwanda,2,Employed,39,77,100
student1625@alx.edu,Africa,Morocco,5,Employed,11,23,79
student1626@alx.edu,Africa,Egypt,4,Employed,29,59,100
student1627@alx.edu,Africa,Ghana,4,Employed,12,26,68
student1628@alx.edu,Africa,Zimbabwe,10,Employed,24,52,100
student1629@alx.edu,Africa,Ethiopia,4,Employed,8,18,61
student1630@alx.edu,Africa,Nigeria,5,Employed,21,38,100
student1631@alx.edu,Africa,South Africa,1,Employed,31,67,100
student1632@alx.edu,Africa,Kenya,0,Employed,17,39,86
student1633@alx.edu,Africa,Rwanda,8,Unemployed,28,66,100
student1634@alx.edu,Africa,Morocco,6,Employed,33,62,100
student1635@alx.edu,Africa,Egypt,8,Employed,37,76,100
student1636@alx.edu,Africa,Ghana,1,Unemployed,13,20,89
student1637@alx.edu,Africa,Zimbabwe,6,Employed,19,40,94
student1638@alx.edu,Africa,Ethiopia,3,Unemployed,10,19,80
student1639@alx.edu,Africa,Nigeria,2,Unemployed,40,85,100
student1640@alx.edu,Africa,South Africa,0,Employed,37,73,100
student1641@alx.edu,Africa,Kenya,1,Unemployed,24,43,100
student1642@alx.edu,Africa,Rwanda,3,Employed,34,68,100
student1643@alx.edu,Africa,Morocco,1,Employed,23,41,100
student1644@alx.edu,Africa,Egypt,10,Unemployed,27,56,100
student1645@alx.edu,Africa,Ghana,3,Unemployed,8,10,68
student1646@alx.edu,Africa,Zimbabwe,1,Unemployed,31,63,100
student1647@alx.edu,Africa,Ethiopia,2,Employed,9,13,69
student1648@alx.edu,Africa,Nigeria,6,Employed,34,67,100
student1649@alx.edu,Africa,South Africa,1,Unemployed,32,70,100
student1650@alx.edu,Africa,Kenya,9,Employed,30,61,100
student1651@alx.edu,Africa,Rwanda,10,Employed,6,10,50
student1652@alx.edu,Africa,Morocco,2,Unemployed,16,31,92
student1653@alx.edu,Africa,Egypt,5,Unemployed,14,28,97
student1654@alx.edu,Africa,Ghana,0,Unemployed,18,37,96
student1655@alx.edu,Africa,Zimbabwe,6,Unemployed,8,12,69
student1656@alx.edu,Africa,Ethiopia,4,Unemployed,38,77,100
student1657@alx.edu,Africa,Nigeria,3,Unemployed,24,41,100
student1658@alx.edu,Africa,South Africa,2,Unemployed,16,29,100
student1659@alx.edu,Africa,Kenya,7,Unemployed,19,36,87
student1660@alx.edu,Africa,Rwanda,4,Unemployed,21,43,100
student1661@alx.edu,Africa,Morocco,2,Unemployed,26,52,100
student1662@alx.edu,Africa,Egypt,7,Employed,23,42,100
student1663@alx.edu,Africa,Ghana,6,Employed,37,71,100
student1664@alx.edu,Africa,Zimbabwe,9,Unemployed,22,45,100
student1665@alx.edu,Africa,Ethiopia,1,Employed,40,79,100
student1666@alx.edu,Africa,Nigeria,8,Employed,35,68,100
student1667@alx.edu,Africa,South Africa,7,Employed,12,23,75
student1668@alx.edu,Africa,Kenya,1,Employed,38,77,100
student1669@alx.edu,Africa,Rwanda,7,Employed,9,17,58
student1670@alx.edu,Africa,Morocco,4,Employed,34,67,100
student1671@alx.edu,Africa,Egypt,9,Unemployed,18,43,92
student1672@alx.edu,Africa,Ghana,1,Unemployed,36,67,100
student1673@alx.edu,Africa,Zimbabwe,6,Employed,35,65,100
student1674@alx.edu,Africa,Ethiopia,4,Employed,33,69,100
student1675@alx.edu,Africa,Nigeria,10,Unemployed,33,63,100
student1676@alx.edu,Africa,South Africa,3,Employed,16,30,90
student1677@alx.edu,Africa,Kenya,10,Employed,8,13,57
student1678@alx.edu,Africa,Rwanda,9,Employed,19,37,89
student1679@alx.edu,Africa,Morocco,3,Employed,11,27,77
student1680@alx.edu,Africa,Egypt,8,Employed,29,61,100
student1681@alx.edu,Africa,Ghana,10,Unemployed,17,37,87
student1682@alx.edu,Africa,Zimbabwe,3,Unemployed,39,74,100
student1683@alx.edu,Africa,Ethiopia,4,Employed,27,51,100
student1684@alx.edu,Africa,Nigeria,5,Unemployed,34,59,100
student1685@alx.edu,Africa,South Africa,3,Employed,10,17,73
student1686@alx.edu,Africa,Kenya,0,Employed,35,73,100
student1687@alx.edu,Africa,Rwanda,2,Employed,37,76,100
student1688@alx.edu,Africa,Morocco,3,Employed,22,43,100
student1689@alx.edu,Africa,Egypt,4,Employed,26,52,100
student1690@alx.edu,Africa,Ghana,2,Employed,32,61,100
student1691@alx.edu,Africa,Zimbabwe,9,Employed,11,23,63
student1692@alx.edu,Africa,Ethiopia,7,Employed,23,47,99
student1693@alx.edu,Africa,Nigeria,1,Employed,19,33,100
student1694@alx.edu,Africa,South Africa,7,Unemployed,10,21,62
student1695@alx.edu,Africa,Kenya,7,Employed,18,39,94
student1696@alx.edu,Africa,Rwanda,10,Unemployed,7,14,57
student1697@alx.edu,Africa,Morocco,0,Unemployed,6,14,74
student1698@alx.edu,Africa,Egypt,2,Employed,10,28,73
student1699@alx.edu,Africa,Ghana,9,Unemployed,39,77,100
student1700@alx.edu,Africa,Zimbabwe,9,Employed,24,50,100
student1701@alx.edu,Africa,Ethiopia,7,Employed,39,75,100
student1702@alx.edu,Africa,Nigeria,8,Employed,20,41,93
student1703@alx.edu,Africa,South Africa,1,Employed,16,33,95
student1704@alx.edu,Africa,Kenya,5,Unemployed,23,46,100
student1705@alx.edu,Africa,Rwanda,2,Unemployed,20,38,100
student1706@alx.edu,Africa,Morocco,2,Employed,9,18,69
student1707@alx.edu,Africa,Egypt,8,Unemployed,27,59,100
student1708@alx.edu,Africa,Ghana,1,Unemployed,13,26,77
student1709@alx.edu,Africa,Zimbabwe,5,Unemployed,27,56,100
student1710@alx.edu,Africa,Ethiopia,9,Employed,28,55,100
student1711@alx.edu,Africa,Nigeria,2,Unemployed,10,23,82
student1712@alx.edu,Africa,South Africa,10,Unemployed,7,15,64
student1713@alx.edu,Africa,Kenya,10,Unemployed,32,62,100
student1714@alx.edu,Africa,Rwanda,6,Employed,21,43,100
student1715@alx.edu,Africa,Morocco,2,Unemployed,7,11,74
student1716@alx.edu,Africa,Egypt,3,Unemployed,40,78,100
student1717@alx.edu,Africa,Ghana,4,Employed,7,15,67
student1718@alx.edu,Africa,Zimbabwe,3,Unemployed,29,60,100
student1719@alx.edu,Africa,Ethiopia,3,Employed,39,75,100
student1720@alx.edu,Africa,Nigeria,10,Employed,13,30,75
student1721@alx.edu,Africa,South Africa,2,Employed,10,22,74
student1722@alx.edu,Africa,Kenya,7,Employed,9,16,55
student1723@alx.edu,Africa,Rwanda,0,Employed,16,27,93
student1724@alx.edu,Africa,Morocco,6,Employed,9,17,58
student1725@alx.edu,Africa,Egypt,9,Unemployed,29,57,100
student1726@alx.edu,Africa,Ghana,3,Employed,7,15,58
student1727@alx.edu,Africa,Zimbabwe,2,Unemployed,23,45,100
student1728@alx.edu,Africa,Ethiopia,7,Unemployed,40,74,100
student1729@alx.edu,Africa,Nigeria,7,Employed,33,66,100
student1730@alx.edu,Africa,South Africa,7,Unemployed,27,52,100
student1731@alx.edu,Africa,Kenya,3,Unemployed,16,33,99
student1732@alx.edu,Africa,Rwanda,3,Unemployed,27,52,100
student1733@alx.edu,Africa,Morocco,10,Employed,23,52,100
student1734@alx.edu,Africa,Egypt,9,Unemployed,20,34,94
